client_id,activity_date,total_orders,total_revenue,avg_order_value,return_rate,days_since_last_order,product_categories_used,device_type,has_app_installed,email_open_rate,discount_usage_pct,reviews_written,country,churned
E010812,2026-05-07,9,271.1,30.12,0.301,23.0,5,desktop,True,0.451,0.349,2,FR,1
E010813,2026-05-05,5,39.92,7.98,0.4153413268536264,25.0,4,mobile,True,0.761,0.112,0,UK,0
E010814,2026-05-02,9,287.52,31.95,0.104,28.0,3,desktop,True,0.427,0.467,1,US,1
E010815,2026-05-14,9,184.47,20.5,0.098,16.0,3,mobile,True,0.782,0.357,0,US,0
E010816,2026-04-30,5,276.16,55.23,0.289,30.0,4,mobile,True,0.513,0.432,2,US,0
E010817,2026-04-27,12,294.67,24.56,0.046,33.0,5,desktop,False,0.398,0.077,1,UK,1
E010818,2026-05-12,8,574.51,71.81,0.014,18.0,5,desktop,False,0.418,0.115,1,DE,1
E010819,2026-05-08,9,5769.163223975264,115.56,0.108,22.0,7,mobile,True,0.4,0.395,2,UK,0
E010820,2026-04-29,8,90.91,11.36,0.213,31.0,5,mobile,True,0.331,0.374,2,Other,1
E010821,2026-05-08,5,102.31,20.46,0.137,155.70054822387723,4,tablet,True,0.479,0.31,0,US,1
E010822,2026-05-11,7,126.78,18.11,0.159,88.56926113488365,3,mobile,True,0.662,0.185,1,IN,1
E010823,2026-05-12,14,99.7,7.12,0.197,18.0,5,mobile,True,0.554,0.16,2,IN,0
E010824,2026-05-04,5,362.35,72.47,0.111,26.0,3,mobile,False,0.502,0.325,0,BR,0
E010825,2026-04-29,4,79.63,19.91,0.06,31.0,5,mobile,True,0.406,0.241,0,DE,0
E010826,2026-05-01,3,168.67,56.22,0.182,29.0,5,desktop,False,0.453,0.423,0,US,0
E010827,2026-05-06,6,416.6006160194577,18.83,0.035,24.0,7,desktop,False,0.73,0.61,0,IN,1
E010828,2026-04-25,7,160.01,22.86,0.074,35.0,3,mobile,True,0.418,0.152,0,BR,1
E010829,2026-05-03,6,226.69,37.78,0.326,,5,desktop,False,0.454,0.228,3,IN,0
E010830,2026-05-12,12,492.16,41.01,0.227,18.0,5,mobile,False,0.33,0.487,1,US,1
E010831,2026-05-12,4,145.58,36.39,0.301,18.0,1,desktop,True,0.769,0.058,1,DE,0
E010832,2026-05-05,10,453.75,45.37,0.056,25.0,4,mobile,False,0.329,0.294,0,UK,0
E010833,2026-05-05,11,817.06,74.28,0.14,25.0,3,mobile,True,0.207,0.482,2,FR,0
E010834,2026-05-05,4,257.9,64.48,0.359,25.0,5,desktop,True,0.591,0.248,0,BR,0
E010835,2026-05-02,9,353.24,39.25,0.196,28.0,6,mobile,False,0.612,0.269,1,US,1
E010836,2026-04-28,7,264.28,37.75,0.066,32.0,5,mobile,False,0.283,0.138,1,US,1
E010837,2026-05-11,6,286.96,47.83,0.141,19.0,4,mobile,True,0.447,0.218,1,US,1
E010838,2026-05-11,9,411.8,45.76,0.03,19.0,4,desktop,True,0.392,0.106,0,US,0
E010839,2026-05-08,8,224.38,28.05,0.15,22.0,3,mobile,False,0.314,0.579,0,US,1
E010840,2026-05-11,8,855.83,106.98,0.229,19.0,2,desktop,False,0.804,0.053,2,US,0
E010841,2026-05-05,11,535.69,48.7,0.154,25.0,4,desktop,False,0.625,0.241,0,US,0
E010842,2026-05-07,6,283.83,47.3,0.12,152.31310290900652,2,desktop,False,0.653,0.128,0,FR,0
E010843,2026-05-06,9,172.92,19.21,0.047,24.0,5,mobile,False,0.189,0.198,0,IN,0
E010844,2026-05-07,11,228.94,20.81,0.122,23.0,3,desktop,False,0.206,0.178,3,US,1
E010845,2026-04-24,12,220.45,18.37,0.08,36.0,3,mobile,True,0.784,0.363,2,US,1
E010846,2026-05-08,7,324.48,46.35,0.263,,4,tablet,True,0.651,0.637,2,BR,0
E010847,2026-05-07,9,448.36,49.82,0.073,23.0,5,desktop,False,0.232,0.405,1,US,0
E010848,2026-05-03,9,263.37,29.26,0.029,27.0,7,mobile,False,0.648,0.51,1,US,0
E010849,2026-05-03,4,91.83,22.96,0.069,27.0,4,desktop,False,0.658,0.334,5,UK,1
E010850,2026-05-04,9,387.49,43.05,0.017,26.0,4,mobile,False,0.434,0.088,0,Other,0
E010851,2026-05-02,6,580.86,96.81,0.124,28.0,3,mobile,False,0.209,0.334,0,US,1
E010852,2026-05-02,7,224.29,32.04,0.521,28.0,2,mobile,True,0.454,0.133,1,Other,1
E010853,2026-04-29,9,442.55,49.17,0.088,31.0,7,desktop,False,0.363,0.194,0,US,1
E010854,2026-05-01,6,240.21,40.03,0.025,29.0,2,desktop,False,0.204,0.145,1,US,1
E010855,2026-05-09,2,57.05,28.53,0.147,21.0,4,desktop,False,0.562,0.014,1,US,1
E010856,2026-05-09,11,404.81,36.8,0.088,21.0,6,mobile,False,0.529,0.382,2,BR,0
E010857,2026-04-27,5,585.53,117.11,0.367,33.0,3,desktop,False,0.613,0.462,3,DE,1
E010858,2026-05-10,6,207.52,34.59,0.272,20.0,5,desktop,True,0.325,0.061,1,DE,0
E010859,2026-05-06,6,376.72,62.79,0.217,24.0,2,desktop,False,0.438,0.107,0,Other,1
E010860,2026-05-05,9,381.37,42.37,0.101,25.0,2,mobile,False,,0.157,3,UK,1
E010861,2026-04-27,8,514.83,64.35,0.102,33.0,2,mobile,False,0.525,0.254,1,US,1
E010862,2026-04-29,9,174.23,19.36,0.027,31.0,3,desktop,False,0.488,0.484,0,BR,1
E010863,2026-04-29,11,635.24,57.75,0.255,31.0,1,mobile,True,,0.276,0,US,1
E010864,2026-05-10,12,795.99,66.33,0.153,20.0,5,mobile,True,0.272,0.187,1,DE,0
E010865,2026-05-04,9,258.49,28.72,0.419,26.0,3,mobile,True,0.297,0.039,0,IN,0
E010866,2026-04-28,12,242.45,20.2,0.563,32.0,4,mobile,True,0.504,0.182,0,UK,1
E010867,2026-05-03,10,2177.84,217.78,0.089,27.0,10,mobile,False,0.416,0.264,1,US,1
E010868,2026-04-30,6,517.01,86.17,0.216,30.0,5,mobile,True,0.093,0.108,1,DE,0
E010869,2026-05-01,6,474.5,79.08,0.025,29.0,6,desktop,True,0.457,0.193,0,US,0
E010870,2026-05-11,8,836.75,104.59,0.359,19.0,4,tablet,False,0.542,0.377,1,US,1
E010871,2026-04-29,6,734.21,122.37,0.249,31.0,3,mobile,False,0.394,0.336,1,UK,1
E010872,2026-05-15,8,236.36,29.54,0.071,15.0,8,mobile,False,0.515,0.131,0,US,0
E010873,2026-04-29,9,676.42,75.16,0.155,31.0,4,desktop,True,0.607,0.428,1,US,0
E010874,2026-05-09,6,156.04,26.01,0.078,21.0,5,mobile,False,0.518,0.086,1,DE,0
E010875,2026-04-29,11,321.73,29.25,0.006,,4,tablet,True,0.377,0.26,2,UK,1
E010876,2026-04-26,6,273.47,45.58,0.118,34.0,2,desktop,False,0.392,0.575,0,US,1
E010877,2026-05-03,5,95.5,19.1,0.072,27.0,4,mobile,False,0.182,0.233,0,Other,0
E010878,2026-05-02,7,1167.07,166.72,0.071,28.0,4,mobile,False,0.353,0.443,3,US,1
E010879,2026-05-13,11,414.6,37.69,0.098,17.0,2,mobile,False,0.507,0.11,1,US,0
E010880,2026-05-12,7,260.1,37.16,0.088,18.0,2,desktop,True,0.791,0.538,1,IN,0
E010881,2026-04-30,10,718.7,71.87,0.13,30.0,2,mobile,False,0.631,0.406,0,US,0
E010882,2026-05-09,9,320.8,35.64,0.143,21.0,8,desktop,False,0.608,0.156,2,Other,1
E010883,2026-05-03,12,412.58,34.38,0.057,27.0,4,desktop,False,0.456,0.105,0,FR,0
E010884,2026-05-11,7,217.15,31.02,0.182,,3,desktop,True,0.286,0.271,0,DE,0
E010885,2026-05-19,6,411.96,68.66,0.133,11.0,5,desktop,False,0.724,0.064,2,US,0
E010886,2026-05-13,5,118.07,23.61,0.115,17.0,2,mobile,False,0.604,0.375,1,US,0
E010887,2026-05-07,8,215.91,26.99,,23.0,4,mobile,False,0.261,0.274,1,IN,1
E010888,2026-05-16,7,244.05,34.86,0.195,14.0,5,desktop,False,0.495,0.086,0,US,1
E010889,2026-05-01,5,210.83,42.17,0.138,,5,mobile,False,0.372,0.097,2,BR,0
E010890,2026-05-11,9,414.68,46.08,0.264,19.0,5,mobile,True,0.148,0.245,4,IN,0
E010891,2026-05-10,11,304.16,27.65,0.32,20.0,4,mobile,False,,0.344,3,BR,1
E010892,2026-05-01,3,87.8,29.27,0.095,29.0,6,mobile,False,0.189,0.103,0,US,0
E010893,2026-05-01,8,604.52,75.56,0.183,29.0,4,desktop,False,0.144,0.272,0,BR,1
E010894,2026-05-10,9,557.84,61.98,0.196,20.0,10,mobile,True,0.645,0.498,2,BR,0
E010895,2026-04-28,4,312.39,78.1,0.042,32.0,3,desktop,False,0.592,0.209,0,US,0
E010896,2026-05-10,7,264.64,37.81,0.372,20.0,2,tablet,True,0.26,0.266,1,Other,0
E010897,2026-04-29,7,461.59,65.94,0.041,31.0,5,mobile,False,0.477,0.537,1,US,1
E010898,2026-05-06,11,291.02,26.46,0.134,24.0,4,desktop,False,0.416,0.26,0,Other,1
E010899,2026-05-05,8,322.37,40.3,0.094,25.0,3,mobile,True,0.338,0.349,1,US,1
E010900,2026-05-03,6,488.02,81.34,0.015,27.0,1,mobile,False,0.616,0.401,2,US,0
E010901,2026-05-01,6,283.12,47.19,0.053,29.0,2,mobile,True,0.296,0.066,2,FR,0
E010902,2026-05-04,7,602.36,86.05,0.057,26.0,2,mobile,False,0.438,0.329,1,US,1
E010903,2026-05-07,9,331.78,36.86,0.008,23.0,2,mobile,False,0.357,0.226,0,US,1
E010904,2026-04-27,8,330.59,41.32,0.065,33.0,3,mobile,True,0.555,0.373,2,US,1
E010905,2026-04-30,7,672.11,96.02,0.059,30.0,5,mobile,True,0.629,0.432,0,IN,1
E010906,2026-05-05,9,95.37,10.6,0.152,25.0,5,mobile,False,0.379,0.182,1,US,1
E010907,2026-04-24,3,277.65,92.55,0.055,36.0,2,desktop,True,0.614,0.25,2,FR,0
E010908,2026-04-24,10,541.46,54.15,0.09,36.0,4,mobile,True,0.707,0.155,0,DE,0
E010909,2026-05-10,5,246.84,49.37,,20.0,3,desktop,False,0.464,0.561,1,UK,0
E010910,2026-05-10,7,93.09,13.3,0.217,20.0,3,tablet,True,0.576,0.654,0,US,0
E010911,2026-05-10,10,263.58,26.36,0.177,20.0,4,desktop,True,0.548,0.798,0,US,1
E010912,2026-05-04,7,552.19,78.88,0.055,26.0,3,desktop,False,0.55,0.151,2,Other,0
E010913,2026-05-07,7,394.91,56.42,0.03,23.0,4,desktop,False,0.249,0.145,0,IN,0
E010914,2026-05-04,9,264.39,29.38,0.249,26.0,4,desktop,True,0.203,0.323,1,Other,0
E010915,2026-05-02,5,299.36,59.87,0.133,28.0,2,tablet,False,0.731,0.637,1,BR,0
E010916,2026-05-06,11,343.31,31.21,0.298,24.0,3,tablet,True,0.359,0.254,0,IN,1
E010917,2026-05-11,8,250.81,31.35,0.032,19.0,3,mobile,False,0.307,0.035,0,Other,0
E010918,2026-04-29,5,1463.52,292.7,0.068,31.0,5,desktop,False,0.562,0.517,0,UK,0
E010919,2026-04-26,5,149.15,29.83,0.15,34.0,5,desktop,False,0.29,0.221,1,Other,0
E010920,2026-04-29,8,47.98,6.0,0.194,31.0,3,mobile,False,0.809,0.563,2,US,0
E010921,2026-05-05,8,228.14,28.52,0.047,25.0,5,mobile,False,0.459,0.235,2,US,0
E010922,2026-05-07,12,168.17,14.01,0.421,23.0,4,desktop,False,0.236,0.479,1,UK,1
E010923,2026-05-08,7,171.43,24.49,0.092,22.0,2,desktop,False,0.467,0.705,2,UK,0
E010924,2026-04-30,3,481.8081257523944,33.02,0.298,30.0,2,mobile,True,0.454,0.244,0,UK,0
E010925,2026-05-07,12,220.06,18.34,0.09,23.0,3,mobile,False,0.61,0.029,0,DE,0
E010926,2026-05-08,10,1401.57,140.16,0.246,,6,mobile,True,0.642,0.716,1,DE,0
E010927,2026-04-27,4,146.09,36.52,0.114,33.0,4,desktop,False,0.645,0.335,1,IN,1
E010928,2026-04-26,2,118.23,59.12,0.008,34.0,6,tablet,False,0.313,0.46,1,US,1
E010929,2026-04-23,5,109.33,21.87,0.045,37.0,2,desktop,True,0.684,0.377,1,US,0
E010930,2026-05-04,6,192.44,32.07,0.055,26.0,5,mobile,True,0.278,0.685,0,BR,0
E010931,2026-04-29,8,340.56,42.57,0.297,31.0,5,mobile,False,0.678,0.119,0,FR,1
E010932,2026-05-09,9,233.65,25.96,0.035,21.0,4,desktop,True,0.59,0.137,5,IN,1
E010933,2026-05-17,10,676.71,67.67,0.2,13.0,2,desktop,False,0.409,0.114,3,US,0
E010934,2026-05-05,11,301.26,27.39,0.154,25.0,5,mobile,False,0.732,0.459,1,US,1
E010935,2026-05-15,9,268.72,29.86,0.259,,2,mobile,False,0.487,0.079,0,Other,0
E010936,2026-05-10,11,1123.61,102.15,0.031,20.0,5,mobile,True,0.544,0.301,0,US,0
E010937,2026-05-11,7,777.84,111.12,0.104,19.0,8,desktop,False,0.126,0.206,1,FR,0
E010938,2026-05-02,8,1038.09,129.76,0.024,28.0,2,desktop,True,0.546,0.558,1,US,1
E010939,2026-05-04,8,1024.94,128.12,0.18,26.0,4,mobile,False,0.31,0.423,1,UK,1
E010940,2026-05-08,8,259.1,32.39,0.353,22.0,3,tablet,True,0.307,0.24,1,IN,0
E010941,2026-05-10,7,398.11,56.87,0.131,20.0,4,desktop,False,0.417,0.206,0,UK,0
E010942,2026-05-10,12,395.5,32.96,0.17,20.0,5,tablet,False,0.324,0.452,0,US,0
E010943,2026-05-01,7,508.45,72.64,0.079,29.0,6,mobile,False,0.269,0.282,0,BR,1
E010944,2026-05-01,9,1388.78,154.31,0.174,29.0,5,mobile,True,0.563,0.623,0,US,0
E010945,2026-04-26,5,366.33,73.27,0.255,34.0,2,tablet,True,0.272,0.484,0,US,1
E010946,2026-05-08,7,896.45,128.06,0.066,22.0,4,tablet,False,0.319,0.336,2,DE,1
E010947,2026-05-11,8,200.05,25.01,0.348,19.0,4,tablet,True,0.566,0.174,0,UK,0
E010948,2026-05-05,7,242.58,34.65,0.171,25.0,5,desktop,True,0.269,0.356,0,FR,1
E010949,2026-04-27,6,503.06,83.84,0.228,33.0,7,mobile,True,0.392,0.723,0,US,1
E010950,2026-05-05,12,711.86,59.32,0.185,25.0,8,mobile,False,0.194,0.109,1,US,1
E010951,2026-05-05,5,70.64,14.13,0.388,25.0,6,mobile,False,0.573,0.483,0,US,0
E010952,2026-05-06,5,4236.035575793305,140.63,0.265,24.0,6,tablet,False,0.615,0.112,0,Other,0
E010953,2026-05-01,4,149.03,37.26,0.063,29.0,3,mobile,False,0.586,0.297,2,US,1
E010954,2026-05-06,7,162.54,23.22,0.135,24.0,1,desktop,False,0.755,0.149,2,Other,1
E010955,2026-05-11,7,188.05,26.86,0.223,19.0,2,tablet,False,0.276,0.279,3,US,1
E010956,2026-05-04,11,540.42,49.13,0.337,26.0,3,tablet,True,0.222,0.358,3,US,0
E010957,2026-04-30,7,244.59,34.94,0.142,30.0,5,tablet,False,0.341,0.237,0,BR,1
E010958,2026-04-28,11,1010.8,91.89,0.094,32.0,2,desktop,False,0.484,0.427,2,US,0
E010959,2026-05-10,13,965.3,74.25,0.23,20.0,4,mobile,True,0.333,0.327,2,DE,0
E010960,2026-05-07,14,481.8,34.41,0.173,23.0,5,tablet,False,0.356,0.101,0,Other,0
E010961,2026-05-07,8,1017.9662266561379,30.81,0.187,23.0,1,mobile,True,0.448,0.453,1,IN,1
E010962,2026-05-05,10,2147.33,214.73,0.15,25.0,4,mobile,False,0.37,0.535,1,UK,1
E010963,2026-05-09,9,452.01,50.22,0.159,21.0,4,tablet,False,0.81,0.378,2,BR,0
E010964,2026-05-11,1,116.28,116.28,0.201,19.0,5,desktop,False,0.46,0.263,0,US,1
E010965,2026-05-07,8,579.41,72.43,0.432,23.0,5,mobile,True,0.749,0.213,2,BR,1
E010966,2026-05-09,7,601.59,85.94,0.013,21.0,2,mobile,True,0.623,0.003,3,US,0
E010967,2026-04-29,11,242.55,22.05,0.214,31.0,4,mobile,False,0.495,0.012,1,US,1
E010968,2026-04-27,7,257.24,36.75,0.088,33.0,1,tablet,False,0.148,0.188,3,DE,0
E010969,2026-05-01,9,620.61,68.96,0.456,29.0,4,desktop,False,,0.044,2,US,1
E010970,2026-05-07,14,251.66,17.98,0.122,23.0,6,mobile,True,0.457,0.384,0,BR,1
E010971,2026-05-11,10,335.62,33.56,0.175,19.0,4,desktop,False,0.749,0.324,2,US,1
E010972,2026-05-09,7,292.94,41.85,0.237,21.0,6,desktop,False,0.191,0.184,4,US,0
E010973,2026-05-10,3,77.23,25.74,0.045,20.0,3,tablet,True,0.252,0.295,1,FR,0
E010974,2026-04-29,5,84.74,16.95,0.313,31.0,2,mobile,True,0.219,0.045,0,UK,1
E010975,2026-05-06,11,987.06,89.73,0.161,24.0,4,desktop,False,0.434,0.258,3,Other,1
E010976,2026-05-07,8,2493.7443745169353,50.36,0.337,23.0,2,mobile,False,,0.051,0,US,0
E010977,2026-05-10,8,1655.8,206.98,0.099,20.0,5,mobile,True,0.558,0.535,2,US,1
E010978,2026-05-06,12,810.15,67.51,0.158,24.0,2,mobile,False,0.186,0.126,0,US,0
E010979,2026-05-06,5,285.34,57.07,0.143,24.0,4,mobile,False,0.323,0.283,1,UK,0
E010980,2026-05-05,7,286.59,40.94,0.063,25.0,4,desktop,False,0.478,0.39,1,US,1
E010981,2026-05-01,10,326.19,32.62,0.038,29.0,7,mobile,False,0.28,0.606,0,BR,1
E010982,2026-05-11,7,907.64,129.66,0.09,19.0,4,mobile,True,0.367,0.264,2,US,0
E010983,2026-05-06,5,1437.5909360692808,68.93,0.047,24.0,4,mobile,True,0.352,0.43,1,Other,0
E010984,2026-04-28,9,439.56,48.84,0.119,32.0,3,mobile,False,0.469,0.107,2,DE,0
E010985,2026-05-07,10,687.48,68.75,0.343,23.0,4,desktop,False,0.598,0.25,0,FR,0
E010986,2026-05-07,7,435.2,62.17,,23.0,5,mobile,True,0.43,0.412,0,US,1
E010987,2026-04-29,11,1521.6105117152501,39.64,0.077,31.0,5,mobile,False,0.432,0.362,0,US,0
E010988,2026-05-03,10,386.17,38.62,0.016,27.0,5,tablet,True,,0.018,1,US,0
E010989,2026-05-12,3,82.3,27.43,0.142,18.0,5,mobile,True,0.225,0.611,0,DE,1
E010990,2026-04-27,4,219.62,54.9,0.106,33.0,4,desktop,True,0.544,0.398,0,DE,1
E010991,2026-04-28,14,681.6,48.69,0.306,32.0,3,desktop,False,0.311,0.109,1,US,1
E010992,2026-05-02,8,242.59258505078307,6.56,0.082,28.0,2,desktop,False,0.338,0.138,2,US,0
E010993,2026-05-13,5,131.34,26.27,0.034,17.0,2,desktop,False,0.443,0.307,1,Other,0
E010994,2026-05-05,11,1430.83,130.08,0.065,25.0,3,mobile,False,0.45,0.378,4,US,0
E010995,2026-05-12,5,126.49,25.3,0.258,18.0,3,desktop,False,0.405,0.08,1,US,0
E010996,2026-04-22,9,814.64,90.52,0.231,38.0,6,desktop,True,0.588,0.537,0,US,0
E010997,2026-05-06,8,215.07,26.88,0.176,24.0,6,mobile,True,0.152,0.709,0,US,0
E010998,2026-05-05,10,1043.2,104.32,0.154,,3,desktop,False,,0.102,2,UK,0
E010999,2026-05-08,6,259.27,43.21,0.173,,6,mobile,False,0.71,0.312,0,FR,1
E011000,2026-05-11,4,210.81,52.7,0.442,19.0,1,tablet,True,0.197,0.256,1,DE,1
E011001,2026-04-30,7,717.34,102.48,0.37,30.0,3,desktop,True,0.149,0.425,0,FR,0
E011002,2026-05-11,6,159.29,26.55,0.243,19.0,3,mobile,False,0.265,0.101,1,US,0
E011003,2026-04-27,10,895.47,89.55,0.41,33.0,4,desktop,True,0.19,0.137,0,US,0
E011004,2026-05-08,7,270.75,38.68,0.159,22.0,3,tablet,False,0.374,0.1,1,IN,1
E011005,2026-05-01,5,512.11,102.42,0.145,29.0,2,desktop,False,0.563,0.133,1,US,0
E011006,2026-05-10,10,183.97,18.4,0.049,20.0,2,mobile,False,0.473,0.165,2,US,1
E011007,2026-05-09,14,1062.93,75.92,0.081,21.0,5,desktop,False,0.597,0.328,2,UK,0
E011008,2026-05-08,15,575.21,38.35,0.267,22.0,5,desktop,False,0.551,0.148,1,BR,0
E011009,2026-04-29,5,178.88,35.78,0.145,31.0,4,mobile,False,0.289,0.377,1,US,1
E011010,2026-05-01,7,465.13,66.45,0.099,29.0,3,desktop,False,0.369,0.284,1,Other,0
E011011,2026-04-25,6,104.93,17.49,0.141,35.0,3,desktop,False,0.627,0.043,0,US,1
E011012,2026-05-01,10,395.19,39.52,0.155,29.0,2,desktop,False,0.189,0.145,1,Other,0
E011013,2026-05-03,11,1193.9,108.54,,,2,desktop,False,0.692,0.429,1,US,0
E011014,2026-05-14,8,399.96,49.99,0.159,16.0,5,mobile,True,0.265,0.538,1,BR,0
E011015,2026-04-24,4,166.4,41.6,0.111,36.0,6,tablet,True,0.214,0.07,3,US,1
E011016,2026-05-08,11,1438.99,130.82,0.111,22.0,4,desktop,True,0.627,0.524,0,IN,0
E011017,2026-05-05,9,319.24,35.47,0.024,25.0,6,mobile,True,0.538,0.255,1,UK,0
E011018,2026-04-28,9,659.54,73.28,0.24,32.0,5,mobile,False,0.191,0.183,4,IN,0
E011019,2026-05-09,9,502.82,55.87,0.161,21.0,7,mobile,True,0.59,0.077,1,BR,0
E011020,2026-05-14,8,997.74,124.72,0.048,16.0,3,desktop,False,0.303,0.133,3,DE,0
E011021,2026-05-05,6,470.45,78.41,0.263,25.0,6,mobile,False,0.435,0.454,1,US,0
E011022,2026-05-06,8,446.73,55.84,0.079,24.0,8,tablet,True,0.372,0.355,1,US,0
E011023,2026-05-03,7,108.94,15.56,0.291,27.0,3,tablet,False,0.302,0.394,1,Other,0
E011024,2026-05-10,2,89.36,44.68,0.16,20.0,3,desktop,False,0.533,0.218,0,Other,0
E011025,2026-05-10,10,1591.9,159.19,0.331,20.0,4,mobile,True,0.273,0.192,1,US,1
E011026,2026-05-06,9,1362.41,151.38,0.18,24.0,4,desktop,True,0.314,0.109,0,US,0
E011027,2026-05-06,10,328.24,32.82,0.112,24.0,4,mobile,True,0.177,0.44,1,US,0
E011028,2026-05-05,7,360.36,51.48,0.071,25.0,4,desktop,False,0.194,0.292,1,US,1
E011029,2026-04-30,6,99.31,16.55,0.238,30.0,5,mobile,False,0.414,0.293,1,US,0
E011030,2026-05-04,4,297.45,74.36,0.089,26.0,4,tablet,False,0.601,0.277,1,IN,1
E011031,2026-05-04,9,196.26,21.81,0.033,26.0,4,mobile,False,0.337,0.139,0,US,1
E011032,2026-05-09,5,213.15,42.63,0.169,21.0,5,mobile,False,0.07,0.309,1,Other,1
E011033,2026-05-04,12,987.0,82.25,0.178,26.0,7,tablet,False,0.061,0.437,2,Other,1
E011034,2026-05-06,9,319.48,35.5,0.233,24.0,3,mobile,True,0.544,0.358,0,US,0
E011035,2026-05-06,10,501.63,50.16,0.189,24.0,3,desktop,False,0.634,0.435,0,UK,0
E011036,2026-05-09,9,916.42,101.82,0.123,21.0,6,tablet,False,0.453,0.714,2,DE,0
E011037,2026-05-07,9,944.72,104.97,0.274,23.0,3,mobile,False,0.521,0.26,0,US,1
E011038,2026-04-30,7,222.73,31.82,0.292,30.0,4,mobile,False,0.325,0.129,0,BR,1
E011039,2026-05-10,5,105.6,21.12,0.207,20.0,5,desktop,True,0.591,0.118,1,DE,0
E011040,2026-05-05,11,423.15,38.47,0.064,25.0,4,desktop,False,,0.038,1,US,1
E011041,2026-05-08,8,996.2919301516135,28.54,0.167,22.0,6,tablet,False,0.661,0.508,0,Other,0
E011042,2026-05-05,9,141.68,15.74,0.025,25.0,3,mobile,False,0.355,0.481,1,US,0
E011043,2026-05-07,13,1185.57,91.2,,23.0,3,desktop,False,,0.45,3,US,1
E011044,2026-05-01,9,153.84,17.09,0.129,29.0,4,mobile,False,0.631,0.087,2,Other,1
E011045,2026-05-15,8,,47.84,0.088,15.0,4,desktop,False,0.189,0.265,0,US,0
E011046,2026-05-10,8,398.99,49.87,0.165,20.0,3,desktop,True,0.397,0.225,2,US,0
E011047,2026-05-04,10,212.23,21.22,0.233,26.0,5,desktop,True,0.299,0.169,1,US,0
E011048,2026-05-01,10,436.22,43.62,0.036,29.0,5,mobile,True,0.705,0.206,0,US,1
E011049,2026-05-03,11,896.85,81.53,0.185,27.0,5,mobile,True,0.23,0.551,1,UK,0
E011050,2026-05-10,10,521.14,52.11,0.125,20.0,8,mobile,False,0.413,0.248,0,FR,1
E011051,2026-05-01,9,234.95,26.11,0.049,29.0,3,mobile,True,0.189,0.405,3,US,0
E011052,2026-05-04,12,1061.22,88.44,0.19,26.0,6,mobile,False,0.494,0.099,1,DE,0
E011053,2026-05-02,7,277.31,39.62,0.077,28.0,3,desktop,False,0.076,0.505,4,US,1
E011054,2026-04-30,3,219.28,73.09,0.051,30.0,6,mobile,False,0.469,0.376,0,US,1
E011055,2026-05-08,7,412.08,58.87,0.14,22.0,4,mobile,False,0.442,0.117,1,Other,1
E011056,2026-04-29,8,429.04,53.63,0.38,31.0,7,desktop,False,0.557,0.334,1,BR,0
E011057,2026-05-01,5,182.54,36.51,0.226,29.0,3,mobile,False,0.375,0.267,1,BR,1
E011058,2026-04-26,13,433.41,33.34,0.325,34.0,5,mobile,False,0.449,0.261,3,US,1
E011059,2026-04-27,6,216.56,36.09,0.165,33.0,6,tablet,True,0.528,0.405,1,UK,0
E011060,2026-05-04,7,206.36,29.48,0.396,26.0,4,mobile,False,0.61,0.254,1,IN,0
E011061,2026-05-06,5,937.73,187.55,0.05,24.0,3,mobile,True,0.723,0.436,2,Other,0
E011062,2026-05-08,13,635.57,48.89,0.445,22.0,4,desktop,True,0.499,0.39,1,BR,0
E011063,2026-05-08,1,27.81,27.81,0.012,22.0,4,mobile,True,0.622,0.451,1,UK,0
E011064,2026-05-11,4,259.08,64.77,0.142,19.0,7,mobile,False,0.621,0.252,0,US,0
E011065,2026-05-01,9,1047.38,116.38,0.155,29.0,5,mobile,True,0.357,0.429,2,US,0
E011066,2026-05-03,9,250.69,27.85,0.337,27.0,5,mobile,False,,0.122,1,US,0
E011067,2026-05-09,8,573.56,71.7,0.023,21.0,3,desktop,False,0.471,0.289,1,US,0
E011068,2026-05-05,4,196.47,49.12,0.119,,1,mobile,True,0.442,0.172,3,US,1
E011069,2026-04-30,5,56.94,11.39,0.157,30.0,6,mobile,True,0.469,0.43,1,UK,1
E011070,2026-05-03,14,262.01,18.72,0.12,27.0,2,mobile,False,0.591,0.285,1,DE,1
E011071,2026-05-07,7,1401.9126778892662,28.4,0.178,23.0,2,tablet,False,0.356,0.319,0,DE,0
E011072,2026-05-02,11,325.72,29.61,0.083,28.0,5,mobile,False,0.39,0.206,0,DE,1
E011073,2026-05-11,4,94.72,23.68,0.129,19.0,6,desktop,False,0.411,0.06,1,US,0
E011074,2026-05-03,7,273.93,39.13,0.739855146542686,27.0,1,mobile,True,0.605,0.173,3,UK,0
E011075,2026-05-12,4,337.12,84.28,0.31,18.0,7,tablet,True,0.44,0.019,0,Other,0
E011076,2026-05-09,7,178.54,25.51,0.116,21.0,2,mobile,False,0.182,0.366,2,UK,1
E011077,2026-05-01,6,582.17,97.03,0.267,29.0,4,mobile,False,0.492,0.656,3,IN,0
E011078,2026-05-09,3,288.35,96.12,0.12,21.0,6,mobile,True,0.463,0.07,1,US,1
E011079,2026-05-08,5,198.04,39.61,,22.0,6,mobile,True,,0.416,1,FR,0
E011080,2026-05-03,7,298.94,42.71,0.305,27.0,4,desktop,False,0.576,0.297,2,UK,0
