client_id,activity_date,contract_type,monthly_charges,total_charges,tenure_months,calls_to_support,avg_call_duration_min,data_usage_gb,international_plan,has_technical_issues,payment_delay_count,competitor_offer_seen,region,churned
T005956,2026-05-18,One year,49.91,1039.84,20,3,10.5,7.21,False,False,1,True,West,1
T005957,2026-05-16,Month-to-month,56.7,848.29,15,2,10.3,26.62,False,True,3,False,West,0
T005958,2026-05-24,Month-to-month,87.54,1608.79,19,1,,18.36,False,False,0,False,Central,0
T005959,2026-05-25,One year,43.21,1176.66,27,1,13.5,9.33,False,True,0,False,West,1
T005960,2026-05-17,Month-to-month,30.52,856.24,29,1,10.9,22.6,False,True,1,True,Central,1
T005961,2026-05-19,Month-to-month,99.58,1663.85,16,1,6.7,10.85,False,True,2,False,East,1
T005962,2026-05-27,Month-to-month,33.71,674.92,20,0,4.8,16.8,False,False,1,True,East,1
T005963,2026-05-21,Month-to-month,72.79,1242.92,18,1,12.4,21.17,False,False,1,True,West,1
T005964,2026-05-26,Month-to-month,65.65,1720.06,26,6,9.8,12.54,False,False,1,True,West,1
T005965,2026-05-22,One year,20.0,345.69,18,0,5.0,15.63,False,False,1,True,North,0
T005966,2026-05-16,Month-to-month,33.6,741.8,21,2,8.8,7.74,False,False,1,False,South,1
T005967,2026-05-26,One year,75.64,2333.23,31,6,7.5,5.96,False,False,0,False,East,0
T005968,2026-05-17,Month-to-month,101.99,3050.81,29,1,6.9,25.36,True,False,1,False,West,1
T005969,2026-05-22,One year,42.14,3655.371393042407,25,1,8.7,6.47,False,False,1,False,East,0
T005970,2026-05-07,One year,38.42,875.14,23,2,5.6,41.14,False,False,1,False,West,0
T005971,2026-05-16,Month-to-month,83.94,2313.38,27,1,3.3,5.92,True,False,1,True,West,1
T005972,2026-05-25,Month-to-month,89.06,2385.58,27,2,15.6,12.48,True,False,1,False,South,0
T005973,2026-05-17,Month-to-month,93.02,2221.82,25,4,7.3,20.36,False,True,1,True,East,1
T005974,2026-05-20,Two year,71.62,2003.26,27,1,10.5,30.76,False,False,1,False,East,0
T005975,2026-05-16,Two year,49.09,995.58,20,4,1.9,14.15,False,False,2,True,North,1
T005976,2026-05-23,Month-to-month,88.51,1675.06,20,1,2.7,64.69,False,False,1,False,East,1
T005977,2026-05-18,One year,62.48,1288.34,21,1,4.4,3.34,False,False,1,False,East,0
T005978,2026-05-23,Month-to-month,85.13,2122.64,26,1,4.3,2.15,False,False,2,False,West,1
T005979,2026-05-22,Month-to-month,49.44,5173.352697951096,32,3,4.1,3.62,False,True,1,False,South,1
T005980,2026-05-18,One year,58.7,1319.65,23,0,4.3,3.52,False,False,1,False,North,1
T005981,2026-05-21,Month-to-month,81.06,2162.7,27,1,11.2,4.41,False,False,1,False,East,1
T005982,2026-05-20,Month-to-month,20.0,408.78,22,1,5.1,7.74,False,False,0,False,West,0
T005983,2026-05-23,Two year,105.16,1750.58,17,2,1.0,7.96,False,False,0,False,East,0
T005984,2026-05-25,Month-to-month,63.49,1464.03,22,5,8.5,,False,False,0,True,South,0
T005985,2026-05-20,One year,20.0,738.62,34,3,6.1,4.61,False,False,1,False,Central,0
T005986,2026-05-20,Month-to-month,70.07,1321.48,20,2,14.1,12.16,True,True,0,True,North,1
T005987,2026-05-16,Month-to-month,52.0,1205.73,22,1,7.7,22.71,False,False,0,False,South,1
T005988,2026-05-16,Month-to-month,33.73,937.53,25,1,13.1,8.23,False,False,1,False,South,1
T005989,2026-05-23,Two year,123.73,2940.47,24,2,7.0,9.67,True,True,2,False,West,0
T005990,2026-05-12,Month-to-month,90.11,2772.34,30,2,5.6,26.42,False,False,0,False,West,0
T005991,2026-05-22,Month-to-month,60.26,1456.34,23,4,10.4,23.37,False,False,0,False,North,1
T005992,2026-05-24,One year,66.63,1564.36,24,4,3.0,8.27,False,False,0,False,West,0
T005993,2026-05-21,Two year,73.01,1453.17,19,2,12.5,31.77,False,False,1,False,West,0
T005994,2026-05-21,Two year,20.0,515.03,26,5,6.5,9.43,False,True,0,True,Central,1
T005995,2026-05-17,One year,143.86,2713.58,18,1,1.8,,False,False,3,False,Central,0
T005996,2026-05-19,Month-to-month,66.33,1926.86,27,5,10.1,4.7,False,True,1,False,West,1
T005997,2026-05-21,One year,119.25,2788.69,22,2,7.2,6.47,False,False,0,False,North,0
T005998,2026-05-25,Two year,39.56,1245.99,32,0,3.2,4.54,False,True,1,False,South,0
T005999,2026-05-21,Two year,414.6752201322229,2807.47,33,1,9.6,11.65,False,False,0,True,Central,0
T006000,2026-05-22,Two year,29.49,720.08,25,2,6.0,8.06,False,False,1,True,East,0
T006001,2026-05-15,Month-to-month,20.0,452.65,24,2,10.8,6.47,False,True,1,False,East,1
T006002,2026-05-16,Month-to-month,92.13,1002.23,11,1,7.5,14.82,False,False,0,False,Central,1
T006003,2026-05-20,One year,70.85,1548.66,21,1,9.8,25.62,False,False,1,False,Central,0
T006004,2026-05-22,Month-to-month,,968.49,20,0,6.8,10.65,False,True,0,False,West,0
T006005,2026-05-26,Month-to-month,20.0,708.04,33,0,1.9,14.43,False,False,0,True,Central,0
T006006,2026-05-19,Month-to-month,50.88,1379.18,27,6,11.4,11.35,False,False,1,False,North,0
T006007,2026-05-25,One year,73.21,2078.73,30,5,5.0,5.59,False,False,0,True,West,1
T006008,2026-05-22,Two year,32.68,644.66,20,1,1.0,8.38,False,False,1,False,Central,0
T006009,2026-05-17,One year,68.96,1268.26,19,5,6.4,36.78,False,False,4,False,North,0
T006010,2026-05-17,Two year,45.96,1273.65,26,2,5.3,8.92,False,True,1,False,North,1
T006011,2026-05-23,One year,28.95,563.93,19,2,11.6,59.12,False,False,1,True,West,0
T006012,2026-05-19,One year,60.73,1513.58,25,3,5.4,8.17,False,False,0,False,East,0
T006013,2026-05-20,Month-to-month,20.0,1831.6045089465556,27,4,7.5,6.84,False,False,2,True,North,1
T006014,2026-05-20,One year,80.04,1923.75,25,3,10.2,64.56,False,False,2,False,South,0
T006015,2026-05-21,Month-to-month,67.95,1474.14,23,1,8.2,36.65,False,False,1,False,South,0
T006016,2026-05-19,Month-to-month,83.15,1792.27,23,1,12.1,,False,True,1,False,South,1
T006017,2026-05-21,Month-to-month,98.86,2065.9,23,2,12.2,10.7,False,False,0,False,Central,0
T006018,2026-05-23,Two year,57.42,1304.95,24,3,4.3,2.16,False,True,2,True,East,0
T006019,2026-05-20,One year,20.0,596.37,29,1,9.5,20.85,True,False,0,False,West,0
T006020,2026-05-17,Two year,57.3,2138.06,36,2,14.5,7.71,True,True,0,False,North,0
T006021,2026-05-22,Two year,30.65,674.33,23,1,4.6,11.12,False,True,2,False,South,0
T006022,2026-05-18,Two year,107.98,1457.02,15,1,3.4,4.66,False,True,0,True,South,0
T006023,2026-05-20,Month-to-month,53.88,1425.2,27,4,10.7,31.32,False,False,1,False,Central,1
T006024,2026-05-22,Two year,90.24,1849.9,20,1,5.0,6.81,False,False,0,False,Central,0
T006025,2026-05-19,Two year,108.83,3174.26,28,0,15.9,16.43,False,False,0,False,South,0
T006026,2026-05-20,Two year,42.57,6674.1153574597765,32,2,6.6,10.92,False,False,1,True,Central,0
T006027,2026-05-22,Month-to-month,67.27,1149.84,18,1,4.3,40.12,False,True,1,False,North,0
T006028,2026-05-18,Month-to-month,66.18,2057.59,30,1,5.9,23.45,False,False,0,True,South,1
T006029,2026-05-14,Two year,131.19,4280.84,32,1,13.7,13.15,False,False,1,False,West,0
T006030,2026-05-19,Month-to-month,102.98,3524.13,33,1,2.9,10.23,False,False,1,False,South,0
T006031,2026-05-20,Month-to-month,33.07,1042.8,33,1,6.6,5.04,False,False,1,False,Central,0
T006032,2026-05-15,Month-to-month,46.68,1196.96,25,5,7.0,,False,False,0,False,North,1
T006033,2026-05-20,Month-to-month,51.08,1545.72,29,3,1.0,4.15,False,False,2,False,West,0
T006034,2026-05-21,Month-to-month,40.63,871.41,23,5,6.1,15.42,False,False,0,False,North,1
T006035,2026-05-18,Two year,55.51,1237.33,23,4,7.2,23.08,False,False,0,False,North,0
T006036,2026-05-24,Two year,49.1,1360.99,30,1,4.5,30.26,False,False,0,False,South,0
T006037,2026-05-17,Two year,66.09,1585.14,25,2,10.9,11.79,False,False,1,False,Central,0
T006038,2026-05-17,Month-to-month,61.54,1469.4,24,1,11.2,12.63,True,True,0,False,East,1
T006039,2026-05-19,Month-to-month,99.61,1940.44,21,3,8.6,,True,True,1,False,East,0
T006040,2026-05-18,Month-to-month,42.15,978.8,22,2,3.4,8.92,False,False,1,False,North,0
T006041,2026-05-13,Month-to-month,20.0,591.55,28,0,4.4,20.66,True,False,1,True,North,0
T006042,2026-05-22,Month-to-month,50.2,1197.0,24,1,12.3,6.82,False,True,0,False,North,0
T006043,2026-05-18,One year,46.6,4911.626606097466,26,1,17.3,14.36,False,False,1,False,West,0
T006044,2026-05-17,Two year,109.2,2179.19,20,1,11.7,13.5,False,False,1,True,North,0
T006045,2026-05-21,Month-to-month,90.36,1939.08,20,1,9.9,,False,True,1,False,South,1
T006046,2026-05-20,Month-to-month,103.94,2786.74,26,7,4.1,11.42,False,False,1,False,East,1
T006047,2026-05-15,Month-to-month,93.88,2306.66,27,5,8.4,29.58,False,False,1,False,East,1
T006048,2026-05-24,Month-to-month,20.0,408.16,23,1,2.8,18.61,False,False,2,False,South,1
T006049,2026-05-22,Month-to-month,39.42,1016.22,27,1,10.2,15.98,True,False,2,False,North,0
T006050,2026-05-27,Month-to-month,20.04,679.94,34,0,6.5,21.25,False,False,1,False,South,1
T006051,2026-05-23,Month-to-month,112.01,2869.4,28,0,3.3,8.57,False,False,1,False,West,0
T006052,2026-05-23,Month-to-month,90.2,1785.42,20,1,6.2,28.96,False,False,2,True,North,1
T006053,2026-05-17,Two year,76.95,1480.48,21,1,9.6,28.94,True,False,1,True,West,0
T006054,2026-05-20,Month-to-month,47.94,7361.192961959204,21,0,8.8,8.33,False,False,1,True,North,0
T006055,2026-05-09,Month-to-month,51.33,985.79,19,3,8.2,13.11,True,False,0,False,Central,0
T006056,2026-05-17,Month-to-month,39.2,850.73,20,0,9.3,10.17,False,False,0,False,Central,0
T006057,2026-05-23,Month-to-month,84.5,2518.14,30,3,3.6,21.02,True,False,0,False,North,0
T006058,2026-05-24,One year,68.11,2073.92,31,3,3.9,16.62,False,True,0,True,South,1
T006059,2026-05-19,Two year,85.81,1739.19,19,1,4.4,,True,False,1,False,South,0
T006060,2026-05-09,Two year,77.56,2082.36,26,1,2.6,11.01,False,True,0,True,West,0
T006061,2026-05-23,One year,89.77,2608.77,29,2,7.9,36.65,False,False,0,False,East,0
T006062,2026-05-22,Month-to-month,80.5,1506.17,19,3,2.0,9.58,False,True,1,False,East,1
T006063,2026-05-22,Month-to-month,98.06,2340.86,22,6,8.9,26.48,False,False,1,False,North,1
T006064,2026-05-22,Month-to-month,87.19,1932.01,23,1,1.7,44.14,False,False,1,True,North,1
T006065,2026-05-18,Month-to-month,49.57,1193.67,26,2,10.9,12.09,True,False,0,False,West,0
T006066,2026-05-19,Two year,79.68,2525.25,32,4,9.0,187.88994539954805,False,False,0,False,East,0
T006067,2026-05-20,Month-to-month,74.28,1900.69,26,3,1.9,5.13,False,True,0,False,West,1
T006068,2026-05-19,Month-to-month,59.28,817.15,13,2,9.8,14.41,True,True,1,True,West,1
T006069,2026-05-15,Month-to-month,64.48,1429.65,22,2,7.5,17.22,True,True,0,False,East,1
T006070,2026-05-21,Month-to-month,95.21,3185.98,32,1,12.5,8.07,False,False,1,True,East,0
T006071,2026-05-22,Two year,81.23,2408.16,34,2,7.5,8.74,True,False,3,False,Central,0
T006072,2026-05-26,Month-to-month,92.92,1918.68,21,1,1.3,18.8,False,True,1,False,West,1
T006073,2026-05-22,Month-to-month,66.21,1208.55,17,1,6.2,14.0,False,False,1,False,Central,0
T006074,2026-05-22,Month-to-month,569.848082889476,2541.44,27,1,7.2,17.92,False,True,1,False,Central,0
T006075,2026-05-19,Two year,88.21,3044.08,35,2,5.9,100.0,False,False,1,False,South,0
T006076,2026-05-19,Month-to-month,40.81,1063.14,25,4,32.447278964643814,10.58,False,False,0,True,West,1
T006077,2026-05-25,One year,54.26,1004.93,19,2,12.1,4.35,False,False,0,False,West,0
T006078,2026-05-24,Month-to-month,39.51,1026.36,25,3,9.9,6.62,False,False,1,False,North,1
T006079,2026-05-23,Month-to-month,32.62,885.66,28,1,3.9,11.53,False,False,0,False,East,0
T006080,2026-05-22,Two year,145.39,3337.71,23,1,9.4,3.9,False,False,0,True,South,0
T006081,2026-05-12,Month-to-month,115.04,2853.67,24,2,7.7,14.73,False,True,1,True,South,1
T006082,2026-05-13,Month-to-month,99.67,2355.74,25,1,4.8,39.15,False,False,0,False,North,0
T006083,2026-05-17,One year,78.47,1881.89,25,5,13.7,45.52,False,False,0,True,West,1
T006084,2026-05-21,Month-to-month,48.74,1070.3,21,1,8.3,12.5,False,False,0,True,West,1
T006085,2026-05-21,Month-to-month,31.75,671.07,22,0,4.8,19.27,False,False,0,False,East,0
T006086,2026-05-23,Two year,58.71,1536.02,26,0,7.5,26.31,False,True,1,False,North,0
T006087,2026-05-19,Month-to-month,43.39,1183.1,26,1,8.9,100.0,True,True,2,False,East,0
T006088,2026-05-23,Month-to-month,86.42,1823.09,21,4,14.7,12.98,False,False,1,True,North,0
T006089,2026-05-18,Month-to-month,69.56,1339.7,19,1,10.1,6.05,False,False,1,False,South,0
T006090,2026-05-20,One year,90.69,2833.74,29,0,5.4,9.42,False,False,3,False,South,0
T006091,2026-05-22,Month-to-month,72.27,2256.39,28,2,10.6,6.51,False,False,0,True,Central,1
T006092,2026-05-19,Month-to-month,20.0,604.08,30,1,8.6,16.56,True,False,1,True,South,0
T006093,2026-05-18,One year,59.83,1112.64,19,0,1.8,22.55,False,True,1,False,East,0
T006094,2026-05-16,One year,76.63,1915.67,24,2,2.6,12.65,False,True,1,False,Central,1
T006095,2026-05-13,Two year,73.25,1689.64,24,3,4.8,6.63,False,False,1,False,South,1
T006096,2026-05-24,Month-to-month,48.36,927.65,18,2,4.0,7.44,False,True,1,False,Central,1
T006097,2026-05-23,Month-to-month,50.3,880.62,18,2,3.6,25.72,False,False,0,False,North,1
T006098,2026-05-15,Month-to-month,45.05,1190.56,27,3,9.8,8.06,False,False,1,False,South,0
T006099,2026-05-18,One year,20.0,531.27,28,2,11.8,95.01,False,False,0,True,North,1
T006100,2026-05-22,Month-to-month,64.13,1842.14,30,2,2.8,5.63,False,False,0,False,East,0
T006101,2026-05-22,One year,88.37,2058.99,22,4,7.4,5.38,False,False,2,False,Central,1
T006102,2026-05-24,Month-to-month,50.73,1547.89,30,6,12.8,5.77,False,False,0,False,East,1
T006103,2026-05-19,Two year,27.74,636.37,23,3,11.5,32.73,True,True,1,False,East,0
T006104,2026-05-20,Two year,94.83,2927.48,28,1,6.7,,False,False,0,False,South,0
T006105,2026-05-21,Month-to-month,105.88,2236.69,21,1,6.1,9.03,False,True,0,False,Central,0
T006106,2026-05-21,Two year,51.79,1396.98,27,2,14.1,52.75,False,False,1,True,East,1
T006107,2026-05-25,Two year,36.86,835.5,24,1,13.5,1.55,False,False,0,False,South,0
T006108,2026-05-22,Month-to-month,484.3431836790663,1047.61,18,1,14.0,15.6,False,False,0,False,Central,0
T006109,2026-05-21,Month-to-month,73.43,1189.84,17,2,7.1,9.86,False,False,1,False,South,0
T006110,2026-05-18,One year,51.52,696.49,14,2,7.1,90.21,False,False,0,False,South,0
T006111,2026-05-25,Month-to-month,20.0,468.77,24,6,3.6,8.23,False,True,0,True,North,1
T006112,2026-05-17,Month-to-month,93.82,2404.54,26,1,9.0,6.56,False,False,1,True,North,1
T006113,2026-05-19,Month-to-month,72.27,2318.59,31,2,,21.04,False,False,2,False,West,0
T006114,2026-05-18,Two year,,2671.8,24,4,8.0,15.92,False,False,1,False,East,1
T006115,2026-05-11,Month-to-month,66.27,1949.26,27,2,1.0,19.45,False,True,1,False,Central,1
T006116,2026-05-23,One year,109.17,2815.24,25,1,6.4,,False,True,2,False,North,1
T006117,2026-05-20,Month-to-month,58.21,1179.17,21,1,13.3,7.52,False,False,0,True,East,0
T006118,2026-05-19,Month-to-month,46.87,1150.35,24,4,,5.8,False,False,1,False,West,0
T006119,2026-05-23,Two year,49.99,554.08,11,0,1.0,15.14,False,True,1,False,East,0
T006120,2026-05-21,Month-to-month,119.73,3330.28,26,2,10.7,14.08,False,False,1,False,East,1
T006121,2026-05-16,Month-to-month,59.37,1916.11,31,4,13.0,16.26,False,False,1,True,East,1
T006122,2026-05-21,Month-to-month,112.45,3046.37,27,1,1.9,86.68,False,True,0,True,West,0
T006123,2026-05-22,One year,51.16,1223.88,22,2,8.9,42.19,False,False,0,False,Central,0
T006124,2026-05-18,Month-to-month,23.46,723.46,30,0,6.8,11.81,False,False,0,False,South,0
T006125,2026-05-20,Month-to-month,85.97,2745.13,31,3,9.9,8.48,False,False,0,False,South,0
T006126,2026-05-24,Month-to-month,45.76,934.74,19,0,10.8,32.97,False,False,0,False,East,1
T006127,2026-05-19,Month-to-month,74.11,2163.97,28,1,7.3,22.44,False,False,0,False,South,1
T006128,2026-05-22,Month-to-month,71.03,1794.93,25,0,8.3,15.83,False,False,2,True,North,1
T006129,2026-05-24,Month-to-month,70.59,1124.98,16,1,15.2,21.19,True,False,1,True,Central,1
T006130,2026-05-24,Month-to-month,114.46,17675.739394084998,23,2,24.2,5.54,False,False,1,False,North,1
T006131,2026-05-24,Month-to-month,72.57,1646.79,25,2,11.2,23.7,False,False,1,False,North,1
T006132,2026-05-24,One year,68.59,2318.27,34,3,9.2,7.94,False,False,3,True,East,1
T006133,2026-05-22,One year,54.36,1638.28,31,3,5.8,11.03,False,True,2,False,North,1
T006134,2026-05-20,Month-to-month,81.14,2517.62,31,0,7.8,22.21,True,False,2,True,North,0
T006135,2026-05-23,Month-to-month,78.38,1729.69,21,2,8.4,25.62,False,True,2,True,North,1
T006136,2026-05-18,Month-to-month,52.96,916.39,18,1,8.7,2.3,False,False,1,False,North,1
T006137,2026-05-18,Two year,93.27,1632.37,19,1,1.0,44.24,False,False,0,False,South,0
T006138,2026-05-17,Month-to-month,58.86,1706.16,31,3,5.7,26.34,False,False,1,False,West,0
T006139,2026-05-15,Month-to-month,82.4,1723.69,22,0,7.2,6.39,False,True,0,True,South,1
T006140,2026-05-21,Month-to-month,25.22,475.56,20,3,6.7,8.9,False,False,1,False,South,1
T006141,2026-05-22,Month-to-month,92.41,2870.83,31,1,9.6,14.78,False,True,0,False,East,0
T006142,2026-05-19,Month-to-month,43.46,748.84,16,2,15.3,9.18,False,True,0,True,South,0
T006143,2026-05-20,Month-to-month,85.26,2988.04,34,1,10.5,4.37,False,False,0,False,South,1
T006144,2026-05-22,One year,103.43,2888.67,27,1,10.0,6.13,False,True,0,False,South,0
T006145,2026-05-20,One year,77.3,1953.69,25,1,11.2,21.24,False,True,0,True,South,0
T006146,2026-05-19,One year,99.58,1494.56,16,1,13.8,,False,False,0,False,South,1
T006147,2026-05-19,One year,32.65,798.72,22,4,19.7,11.83,False,False,0,True,North,1
T006148,2026-05-26,Month-to-month,62.52,1661.17,27,1,9.3,17.78,True,False,0,True,Central,0
T006149,2026-05-19,Two year,45.57,1088.69,23,3,9.2,15.37,False,False,1,False,Central,0
T006150,2026-05-17,One year,45.18,1003.02,25,0,9.6,9.33,False,False,0,False,Central,1
T006151,2026-05-21,Two year,20.0,477.86,24,1,9.7,7.6,False,True,1,False,North,0
T006152,2026-05-17,One year,,1336.73,20,0,5.4,5.11,False,False,0,True,West,0
T006153,2026-05-18,Month-to-month,93.22,1747.55,19,2,8.6,16.35,False,False,0,False,East,1
T006154,2026-05-22,Month-to-month,102.99,2681.58,28,4,5.3,6.03,False,False,0,False,North,1
T006155,2026-05-19,Month-to-month,33.3,908.1,27,2,12.2,64.13,True,True,0,False,Central,0
T006156,2026-05-23,Month-to-month,50.61,1396.05,26,1,20.9,10.15,False,True,0,False,West,0
T006157,2026-05-21,Month-to-month,42.78,945.39,20,4,9.5,15.09,False,True,0,False,North,1
T006158,2026-05-14,Month-to-month,40.73,1058.02,24,2,11.7,7.25,False,False,2,False,Central,1
T006159,2026-05-20,Month-to-month,56.1,1491.22,25,2,13.2,20.73,False,False,1,False,North,1
T006160,2026-05-25,Two year,65.59,1779.88,25,4,4.1,2.67,False,False,1,True,South,0
T006161,2026-05-18,One year,56.3,2088.83,34,2,11.4,17.15,False,True,0,True,North,1
T006162,2026-05-23,One year,23.22,775.27,35,1,9.9,10.12,False,False,1,False,North,0
T006163,2026-05-21,Month-to-month,94.07,1333.57,14,2,2.2,100.0,False,True,1,False,Central,1
T006164,2026-05-16,One year,70.34,1712.13,26,2,,11.74,True,True,1,True,East,1
T006165,2026-05-20,Two year,76.81,1971.9,25,1,1.0,6.49,False,False,1,False,South,0
T006166,2026-05-20,One year,78.54,1706.54,22,1,1.2,26.22,True,True,2,False,West,0
T006167,2026-05-23,One year,83.49,2651.15,32,0,3.0,14.19,False,False,2,False,Central,0
T006168,2026-05-12,Month-to-month,69.6,1922.27,28,2,2.3,3.94,False,False,0,False,Central,0
T006169,2026-05-18,Month-to-month,40.0,840.25,24,0,13.7,,False,True,1,False,Central,0
T006170,2026-05-18,One year,110.46,3097.39,31,3,24.07601791469558,4.5,False,True,0,False,Central,0
T006171,2026-05-20,Two year,84.15,2281.63,26,1,9.2,8.87,False,True,1,False,East,0
T006172,2026-05-21,Month-to-month,38.07,809.3,22,3,7.6,15.84,False,False,0,False,South,0
T006173,2026-05-12,Month-to-month,38.5,1173.52,29,3,7.5,13.38,True,True,0,False,Central,1
T006174,2026-05-24,Month-to-month,124.7,2473.85,20,3,6.2,24.58,False,False,0,False,North,0
T006175,2026-05-18,Month-to-month,60.13,1273.24,23,2,5.2,4.25,False,False,0,False,North,0
T006176,2026-05-22,Two year,44.67,997.09,24,4,11.0,10.54,False,False,1,False,South,1
T006177,2026-05-17,One year,49.09,1518.09,32,1,1.0,6.3,False,True,1,False,South,0
T006178,2026-05-21,Month-to-month,78.53,1722.42,23,1,12.1,20.38,False,False,0,False,East,1
T006179,2026-05-19,Month-to-month,50.73,1464.75,29,3,6.3,26.19,True,False,0,True,Central,1
T006180,2026-05-20,Month-to-month,69.0,,29,1,8.9,9.48,False,True,1,False,East,1
T006181,2026-05-21,Month-to-month,134.28,4506.59,33,2,10.7,,True,True,0,False,East,0
T006182,2026-05-20,Month-to-month,20.0,445.02,22,2,13.2,8.13,False,False,1,True,South,1
T006183,2026-05-20,Two year,52.82,1158.27,21,0,5.0,5.2,False,False,2,False,West,0
T006184,2026-05-19,One year,66.84,1403.81,20,2,6.3,20.14,False,False,0,False,North,0
T006185,2026-05-24,Month-to-month,20.0,476.76,25,3,1.7,5.66,True,False,0,True,North,1
T006186,2026-05-21,One year,80.51,1606.12,22,3,9.5,12.06,False,False,1,False,East,0
T006187,2026-05-14,One year,91.86,1863.59,21,1,16.1,20.02,False,True,2,False,East,0
T006188,2026-05-19,Month-to-month,23.35,445.45,19,2,5.9,3.69,False,False,3,False,South,1
T006189,2026-05-23,One year,62.56,1340.11,22,1,7.0,13.91,False,False,0,False,South,1
T006190,2026-05-23,One year,70.49,8749.359502059224,23,3,9.9,5.22,False,False,0,True,North,0
T006191,2026-05-23,Two year,82.24,1765.56,23,4,7.6,16.5,True,False,1,False,West,1
T006192,2026-05-21,Month-to-month,,3756.76,24,2,11.2,12.88,False,False,1,False,South,0
T006193,2026-05-19,Month-to-month,42.76,1555.33,35,3,7.8,6.92,True,False,0,False,South,1
T006194,2026-05-26,Month-to-month,81.12,2386.78,30,2,11.9,15.42,False,True,0,False,Central,1
T006195,2026-05-20,Month-to-month,61.18,1471.0,25,1,6.1,18.47,False,False,1,False,West,1
T006196,2026-05-20,Month-to-month,56.06,1390.73,25,5,8.4,4.62,False,False,1,False,North,1
T006197,2026-05-16,One year,65.49,1731.11,25,5,4.2,13.36,True,False,1,False,East,0
T006198,2026-05-19,Month-to-month,77.32,1970.27,26,1,5.4,7.01,False,False,1,False,North,0
T006199,2026-05-17,Month-to-month,65.29,1331.2,21,2,8.5,21.91,False,False,2,False,North,1
T006200,2026-05-19,Two year,73.26,1831.08,25,3,8.0,1.99,False,False,2,True,West,1
T006201,2026-05-18,Month-to-month,62.59,1642.47,28,2,11.9,17.25,False,False,0,False,North,0
T006202,2026-05-17,Month-to-month,36.89,699.73,18,3,54.13235589889503,4.3,False,False,0,False,South,0
T006203,2026-05-22,One year,89.77,2406.43,26,1,7.5,8.43,False,True,1,False,Central,1
T006204,2026-05-23,Month-to-month,95.8,2303.24,23,3,6.1,36.46,False,False,0,True,West,1
T006205,2026-05-19,Month-to-month,94.44,3332.34,33,1,8.6,3.68,False,False,2,False,Central,0
T006206,2026-05-16,One year,85.23,1637.23,20,3,11.7,14.58,False,False,3,True,Central,1
T006207,2026-05-19,Month-to-month,41.72,876.87,21,3,16.165062806300497,5.31,False,False,1,False,South,1
T006208,2026-05-26,Month-to-month,36.4,869.35,24,0,19.1,35.73,False,False,2,True,East,1
T006209,2026-05-18,Month-to-month,92.48,2295.49,23,1,2.6,16.42,False,False,0,False,South,1
T006210,2026-05-16,Two year,28.87,791.74,28,1,4.8,100.0,False,False,0,False,West,1
T006211,2026-05-24,Month-to-month,44.44,525.99,13,0,6.2,13.72,False,False,0,False,South,1
T006212,2026-05-21,One year,129.38,3539.42,28,3,11.7,24.81,True,False,2,False,North,0
T006213,2026-05-18,Month-to-month,80.24,2932.67,35,1,13.8,10.95,False,False,2,True,North,1
T006214,2026-05-20,One year,69.78,1791.07,25,4,6.7,55.42,False,False,1,True,West,0
T006215,2026-05-17,Month-to-month,20.0,517.57,26,2,4.5,,False,False,1,True,North,1
T006216,2026-05-21,Month-to-month,44.87,1188.35,27,4,4.4,35.29,False,False,1,True,East,1
T006217,2026-05-18,Month-to-month,90.08,1282.64,14,3,11.8,2.97,False,False,0,False,Central,1
T006218,2026-05-22,One year,20.5,548.11,26,2,3.1,13.05,False,False,1,True,West,0
T006219,2026-05-23,Month-to-month,77.08,1870.0,24,1,9.2,8.47,True,False,2,False,South,1
T006220,2026-05-20,Month-to-month,23.54,300.63,13,3,9.6,22.07,False,False,0,False,North,0
T006221,2026-05-17,Month-to-month,46.28,1109.09,24,6,9.4,32.68,False,False,0,False,Central,0
T006222,2026-05-19,Month-to-month,20.0,466.88,24,2,4.9,56.03,True,False,2,True,East,1
T006223,2026-05-20,One year,67.85,1855.39,26,2,3.0,4.76,True,False,1,False,South,1
T006224,2026-05-20,Month-to-month,20.0,377.5,19,1,8.0,31.51,True,False,0,False,Central,0
T006225,2026-05-23,Month-to-month,62.49,1191.31,20,2,10.5,9.57,False,True,0,False,North,1
T006226,2026-05-24,Month-to-month,84.16,1873.42,20,2,6.5,34.81,True,False,1,False,South,1
T006227,2026-05-23,Month-to-month,71.0,1847.07,27,3,10.5,12.75,False,False,1,False,North,1
T006228,2026-05-20,Month-to-month,78.94,1583.8,21,1,7.4,43.18,False,False,0,True,North,0
T006229,2026-05-23,Month-to-month,71.78,7141.88002582407,19,0,10.4,7.27,False,True,0,False,South,1
T006230,2026-05-23,Month-to-month,62.27,1503.33,25,3,3.8,26.49,False,False,2,False,West,1
T006231,2026-05-20,Two year,62.95,1501.79,23,0,7.1,4.58,False,False,1,False,South,0
T006232,2026-05-19,Month-to-month,73.79,2038.73,30,2,14.8,4.45,False,True,0,True,West,0
T006233,2026-05-17,Two year,32.25,747.62,23,3,5.7,4.74,False,False,3,True,West,0
T006234,2026-05-19,Month-to-month,53.12,1392.46,27,0,9.4,,False,False,1,False,Central,0
T006235,2026-05-18,Month-to-month,126.02,3627.23,30,2,7.9,10.3,False,False,0,False,North,0
