client_id,activity_date,subscription_tier,monthly_fee,days_since_last_login,avg_session_duration_min,support_tickets_last_30d,feature_adoption_count,login_frequency_trend,nps_score,contract_length_months,has_dedicated_manager,industry,country,churned
S003666,2026-05-13,Basic,38.0,17.0,29.6,1,6,stable,1.0,13,False,Healthcare,US,0
S003667,2026-05-17,Basic,56.0,13.0,30.2,1,1,stable,0.0,18,True,Finance,UK,0
S003668,2026-05-16,Basic,86.0,14.0,165.1426493121422,2,6,increasing,2.0,34,True,Healthcare,Other,1
S003669,2026-05-10,Basic,70.0,,17.1,5,5,increasing,3.0,33,False,Healthcare,DE,1
S003670,2026-05-21,Premium,256.0,9.0,34.4,3,4,declining,2.0,3,True,Manufacturing,DE,0
S003671,2026-05-14,Basic,64.0,16.0,43.1,1,1,increasing,5.0,1,True,Tech,AU,0
S003672,2026-05-21,Premium,130.0,9.0,1.0,1,6,stable,2.0,5,False,Tech,Other,1
S003673,2026-05-21,Basic,95.0,9.0,25.6,3,2,declining,8.0,8,False,Education,US,1
S003674,2026-05-17,Basic,64.0,13.0,3.3,0,9,increasing,5.0,25,False,Tech,US,0
S003675,2026-05-22,Premium,286.0,8.0,95.24339587911815,2,6,stable,1.0,26,True,Tech,UK,0
S003676,2026-05-18,Enterprise,899.0,12.0,15.7,3,5,stable,8.0,16,False,Retail,Other,0
S003677,2026-05-13,Basic,74.0,17.0,24.2,1,3,stable,0.0,25,True,Retail,UK,1
S003678,2026-05-15,Premium,270.0,15.0,29.5,3,1,increasing,,13,False,Healthcare,US,0
S003679,2026-05-18,Basic,57.0,12.0,35.9,3,7,declining,7.0,10,False,Retail,UK,1
S003680,2026-05-20,Basic,90.0,10.0,28.2,2,3,declining,0.0,28,False,Healthcare,US,0
S003681,2026-05-12,Premium,176.0,85.0308235789083,33.1,3,3,stable,2.0,20,True,Tech,US,1
S003682,2026-05-13,Basic,50.0,17.0,12.1,2,4,stable,0.0,28,False,Healthcare,US,0
S003683,2026-05-13,Basic,36.0,17.0,37.7,1,9,stable,0.0,14,False,Retail,US,0
S003684,2026-05-18,Basic,57.0,12.0,1.0,1,4,declining,1.0,32,True,Manufacturing,FR,0
S003685,2026-05-16,Basic,82.0,14.0,43.3,2,7,declining,1.0,25,False,Tech,US,1
S003686,2026-05-17,Basic,49.0,13.0,41.2,2,2,increasing,2.0,7,False,Tech,US,1
S003687,2026-05-18,Basic,61.0,12.0,34.0,2,4,stable,,26,False,Retail,UK,0
S003688,2026-05-16,Enterprise,774.0,14.0,51.7,0,3,stable,4.0,30,False,Tech,US,0
S003689,2026-05-12,Premium,225.0,18.0,3.4,3,7,increasing,0.0,32,False,Tech,US,0
S003690,2026-05-17,Basic,85.0,,34.4,1,7,increasing,8.0,25,False,Manufacturing,US,0
S003691,2026-05-11,Basic,49.0,19.0,26.6,4,1,increasing,0.0,7,False,Finance,US,0
S003692,2026-05-14,Premium,186.0,16.0,27.9,3,3,stable,0.0,31,True,Tech,DE,0
S003693,2026-05-18,Basic,75.0,12.0,11.0,1,5,stable,7.0,24,True,Tech,US,1
S003694,2026-05-21,Premium,256.0,9.0,29.7,1,5,stable,3.0,22,False,Tech,US,0
S003695,2026-05-12,Premium,136.0,18.0,29.2,2,3,declining,10.0,36,True,Retail,US,0
S003696,2026-05-10,Basic,36.0,,16.7,1,10,stable,0.0,32,False,Finance,US,1
S003697,2026-05-16,Basic,83.0,14.0,187.93913969124853,1,5,increasing,2.0,5,False,Tech,US,0
S003698,2026-05-14,Basic,40.0,16.0,9.2,2,5,stable,10.0,28,False,Finance,US,0
S003699,2026-05-06,Basic,55.0,24.0,20.3,4,3,increasing,8.0,30,False,Tech,US,1
S003700,2026-05-13,Basic,57.0,17.0,36.5,0,5,increasing,7.0,34,True,Tech,US,0
S003701,2026-05-14,Enterprise,902.0,16.0,36.8,4,6,declining,0.0,26,True,Tech,AU,0
S003702,2026-05-20,Basic,83.0,10.0,34.2,1,2,increasing,2.0,24,True,Finance,US,0
S003703,2026-05-16,Premium,231.0,14.0,36.5,3,6,stable,6.0,8,False,Tech,US,0
S003704,2026-05-13,Premium,107.0,17.0,36.7,0,2,declining,1.0,15,False,Tech,UK,1
S003705,2026-05-17,Basic,41.0,13.0,17.3,1,3,stable,8.0,9,False,Finance,US,1
S003706,2026-05-22,Basic,32.0,8.0,29.1,2,4,stable,3.0,15,False,Finance,FR,1
S003707,2026-05-16,Basic,32.0,14.0,38.0,2,9,stable,5.0,24,False,Tech,US,0
S003708,2026-05-15,Premium,139.0,15.0,8.4,0,4,increasing,8.0,15,False,Tech,UK,0
S003709,2026-05-19,Basic,81.0,11.0,8.4,2,3,declining,0.0,6,True,Tech,Other,0
S003710,2026-05-22,Premium,298.0,8.0,7.7,3,4,declining,10.0,25,True,Finance,US,0
S003711,2026-05-19,Enterprise,412.0,,,0,2,declining,9.0,13,False,Retail,US,0
S003712,2026-05-18,Premium,101.0,12.0,12.4,2,6,declining,2.0,13,True,Tech,DE,0
S003713,2026-05-16,Enterprise,524.0,14.0,18.7,0,6,stable,2.0,18,True,Retail,Other,0
S003714,2026-05-10,Premium,145.0,20.0,43.1,2,5,increasing,,1,False,Retail,US,1
S003715,2026-05-12,Enterprise,768.0,18.0,19.8,0,4,declining,7.0,27,False,Tech,DE,0
S003716,2026-05-12,Premium,108.0,18.0,6.8,3,2,increasing,9.0,4,False,Tech,US,0
S003717,2026-05-13,Premium,256.0,17.0,27.0,3,4,stable,5.0,29,True,Tech,DE,0
S003718,2026-05-16,Premium,255.0,14.0,22.7,0,4,stable,7.0,29,False,Tech,US,0
S003719,2026-05-12,Enterprise,357.0,18.0,15.6,4,2,declining,10.0,9,False,Finance,DE,1
S003720,2026-05-15,Basic,86.0,15.0,17.9,2,6,declining,5.0,34,False,Tech,US,0
S003721,2026-05-17,Premium,233.0,13.0,37.8,0,6,stable,4.0,21,False,Retail,UK,0
S003722,2026-05-20,Premium,268.0,10.0,8.1,1,6,increasing,10.0,3,True,Finance,US,0
S003723,2026-05-13,Enterprise,504.0,17.0,5.0,2,5,stable,9.0,7,False,Retail,DE,0
S003724,2026-05-10,Basic,91.0,20.0,30.6,0,5,declining,7.0,12,False,Retail,FR,0
S003725,2026-05-13,Premium,123.0,17.0,17.6,3,3,increasing,4.0,1,False,Finance,CA,0
S003726,2026-05-19,Premium,221.0,11.0,43.6,4,6,stable,5.0,19,False,Education,Other,0
S003727,2026-05-18,Enterprise,915.0,12.0,23.1,5,8,increasing,7.0,7,True,Education,UK,1
S003728,2026-05-20,Basic,36.0,10.0,23.8,4,3,stable,6.0,28,False,Finance,DE,0
S003729,2026-05-17,Premium,143.0,13.0,34.4,1,1,stable,5.0,21,False,Tech,US,0
S003730,2026-05-13,Premium,118.0,17.0,4.9,2,7,stable,8.0,26,True,Finance,AU,0
S003731,2026-05-20,Enterprise,934.0,10.0,29.1,1,5,increasing,6.0,7,True,Tech,DE,0
S003732,2026-05-14,Enterprise,396.0,16.0,,3,3,stable,1.0,36,True,Finance,US,0
S003733,2026-05-19,Premium,124.0,11.0,37.3,0,9,increasing,1.0,25,True,Finance,US,0
S003734,2026-05-19,Premium,148.0,11.0,17.2,3,6,stable,9.0,22,False,Finance,FR,1
S003735,2026-05-18,Basic,45.0,12.0,27.1,2,3,declining,5.0,34,False,Retail,CA,0
S003736,2026-05-07,Enterprise,827.0,23.0,20.7,1,3,stable,9.0,16,False,Tech,CA,0
S003737,2026-05-16,Basic,58.0,14.0,30.0,1,3,declining,4.0,17,False,Finance,UK,1
S003738,2026-05-19,Premium,274.0,11.0,22.0,1,4,declining,3.0,33,False,Tech,US,0
S003739,2026-05-18,Premium,264.0,12.0,28.1,1,7,stable,2.0,31,True,Retail,Other,0
S003740,2026-05-23,Basic,74.0,7.0,46.0,1,1,stable,0.0,11,False,Healthcare,DE,0
S003741,2026-05-17,Basic,75.0,13.0,21.6,0,4,stable,7.0,25,False,Tech,UK,0
S003742,2026-05-14,Basic,95.0,16.0,29.8,2,6,declining,8.0,8,False,Healthcare,UK,0
S003743,2026-05-15,Enterprise,380.0,15.0,52.4,2,5,stable,8.0,3,True,Tech,DE,0
S003744,2026-05-11,Premium,289.0,19.0,29.7,0,4,increasing,9.0,10,False,Retail,DE,0
S003745,2026-05-22,Basic,43.0,,1.0,1,4,stable,9.0,5,False,Healthcare,UK,1
S003746,2026-05-19,Premium,250.0,11.0,17.0,4,2,stable,6.0,12,True,Finance,AU,1
S003747,2026-05-06,Basic,59.0,24.0,10.6,1,4,declining,1.0,11,True,Healthcare,CA,0
S003748,2026-05-18,Enterprise,852.0,12.0,36.1,1,4,declining,8.0,18,False,Manufacturing,US,0
S003749,2026-05-15,Basic,62.0,15.0,23.9,0,4,declining,6.0,35,False,Retail,US,1
S003750,2026-05-14,Basic,77.0,16.0,37.8,1,3,increasing,8.0,11,True,Finance,UK,0
S003751,2026-05-13,Basic,66.0,17.0,32.3,0,5,increasing,6.0,15,False,Retail,DE,0
S003752,2026-05-16,Premium,196.0,14.0,,1,0,declining,3.0,31,False,Finance,UK,0
S003753,2026-05-11,Basic,94.0,19.0,10.3,0,2,increasing,2.0,13,False,Retail,AU,0
S003754,2026-05-19,Premium,,11.0,31.1,0,0,stable,1.0,36,True,Manufacturing,US,0
S003755,2026-05-16,Basic,45.0,14.0,41.4,4,5,declining,4.0,25,True,Tech,US,1
S003756,2026-05-15,Basic,33.0,15.0,7.6,3,3,stable,9.0,35,False,Tech,CA,1
S003757,2026-05-12,Basic,94.0,18.0,21.2,1,5,increasing,2.0,29,True,Tech,Other,1
S003758,2026-05-15,Basic,50.0,15.0,29.3,4,2,stable,2.0,25,False,Tech,US,0
S003759,2026-05-16,Enterprise,660.0,14.0,26.2,2,2,declining,1.0,26,False,Finance,US,0
S003760,2026-05-11,Basic,72.0,19.0,42.2,0,4,stable,4.0,26,True,Tech,US,0
S003761,2026-05-20,Enterprise,553.0,10.0,33.7,2,3,declining,1.0,31,True,Healthcare,UK,0
S003762,2026-05-13,Basic,44.0,17.0,,0,3,increasing,9.0,2,False,Tech,UK,0
S003763,2026-05-08,Basic,91.0,22.0,34.8,3,2,increasing,9.0,4,True,Tech,US,1
S003764,2026-05-06,Basic,31.0,24.0,34.2,0,4,stable,3.0,18,False,Healthcare,US,1
S003765,2026-05-16,Basic,81.0,14.0,25.5,1,1,increasing,1.0,14,True,Finance,DE,0
S003766,2026-05-18,Premium,183.0,12.0,20.7,0,8,stable,4.0,22,False,Finance,DE,0
S003767,2026-05-20,Premium,247.0,10.0,36.9,2,5,stable,0.0,10,False,Retail,DE,0
S003768,2026-05-20,Basic,49.0,10.0,16.1,2,4,increasing,0.0,33,False,Education,US,0
S003769,2026-05-15,Premium,133.0,15.0,24.1,2,3,increasing,5.0,7,False,Healthcare,US,0
S003770,2026-05-12,Premium,107.0,18.0,11.1,0,4,stable,0.0,4,False,Tech,US,0
S003771,2026-05-19,Enterprise,941.0,11.0,33.8,2,6,increasing,5.0,28,False,Tech,Other,0
S003772,2026-05-14,Enterprise,445.0,16.0,39.8,1,2,stable,7.0,19,False,Education,US,0
S003773,2026-05-21,Premium,246.0,9.0,13.8,1,3,increasing,3.0,31,False,Healthcare,DE,0
S003774,2026-05-18,Premium,231.0,12.0,23.2,2,5,increasing,10.0,16,False,Retail,UK,0
S003775,2026-05-11,Premium,236.0,19.0,19.2,2,2,declining,,36,True,Healthcare,AU,0
S003776,2026-05-19,Basic,91.0,11.0,37.9,1,1,declining,1.0,6,False,Tech,US,1
S003777,2026-05-13,Premium,236.0,17.0,42.0,3,5,increasing,10.0,17,False,Finance,US,1
S003778,2026-05-15,Basic,35.0,15.0,19.3,1,4,declining,10.0,35,False,Retail,CA,0
S003779,2026-05-20,Premium,116.0,10.0,1.0,2,3,stable,2.0,4,True,Manufacturing,US,0
S003780,2026-05-21,Enterprise,914.0,9.0,38.8,0,3,increasing,1.0,34,False,Tech,UK,0
S003781,2026-05-17,Basic,85.0,13.0,25.5,3,3,stable,4.0,32,False,Healthcare,US,0
S003782,2026-05-14,Premium,160.0,16.0,25.6,1,3,stable,9.0,6,False,Tech,Other,0
S003783,2026-05-12,Enterprise,868.0,,36.6,4,4,increasing,7.0,21,True,Education,FR,0
S003784,2026-05-16,Basic,52.0,14.0,20.6,0,3,declining,9.0,9,True,Tech,US,0
S003785,2026-05-22,Premium,181.0,8.0,17.4,3,5,increasing,9.0,8,True,Retail,CA,0
S003786,2026-05-12,Enterprise,643.0,18.0,20.7,1,5,declining,,21,True,Tech,DE,1
S003787,2026-05-10,Enterprise,,20.0,30.9,2,4,stable,7.0,13,False,Healthcare,UK,1
S003788,2026-05-15,Basic,43.0,15.0,35.5,0,2,declining,,10,False,Healthcare,US,0
S003789,2026-05-12,Basic,67.0,18.0,44.6,0,2,stable,10.0,31,False,Tech,US,0
S003790,2026-05-14,Premium,181.0,16.0,29.8,1,4,increasing,2.0,25,False,Retail,DE,0
S003791,2026-05-13,Basic,39.0,17.0,23.3,1,3,stable,7.0,10,True,Manufacturing,US,0
S003792,2026-05-22,Basic,82.0,8.0,35.6,2,5,stable,10.0,29,True,Manufacturing,CA,0
S003793,2026-05-03,Basic,55.0,27.0,13.3,0,6,stable,8.0,32,False,Tech,US,0
S003794,2026-05-09,Basic,84.0,21.0,42.0,2,1,declining,3.0,16,False,Retail,DE,0
S003795,2026-05-16,Premium,104.0,,27.5,1,7,stable,10.0,23,False,Healthcare,US,0
S003796,2026-05-14,Premium,117.0,16.0,22.3,0,4,declining,6.0,35,False,Healthcare,DE,0
S003797,2026-05-17,Premium,115.0,13.0,13.4,3,5,stable,,15,True,Finance,US,0
S003798,2026-05-13,Premium,269.0,17.0,32.5,1,1,stable,,6,False,Healthcare,US,1
S003799,2026-05-15,Basic,91.0,15.0,21.6,0,5,increasing,7.0,2,False,Tech,US,0
S003800,2026-05-17,Basic,59.0,13.0,23.9,0,3,stable,5.0,8,False,Finance,DE,0
S003801,2026-05-19,Basic,38.0,11.0,4.9,2,3,stable,6.0,1,True,Tech,US,0
S003802,2026-05-17,Basic,38.0,13.0,19.8,6,9,increasing,7.0,27,False,Tech,FR,0
S003803,2026-05-13,Basic,64.0,17.0,18.2,1,7,increasing,9.0,34,False,Tech,US,0
S003804,2026-05-15,Basic,29.0,15.0,30.0,2,1,increasing,3.0,20,False,Tech,UK,0
S003805,2026-05-14,Basic,35.0,16.0,21.8,1,6,stable,6.0,35,True,Retail,UK,0
S003806,2026-05-19,Basic,66.0,11.0,1.0,1,4,stable,9.0,23,False,Finance,US,0
S003807,2026-05-11,Premium,265.0,19.0,20.0,2,5,stable,8.0,36,True,Tech,US,0
S003808,2026-05-11,Premium,207.0,19.0,7.5,1,1,increasing,2.0,20,False,Retail,US,0
S003809,2026-05-14,Enterprise,512.0,16.0,12.5,0,5,increasing,3.0,15,False,Manufacturing,DE,1
S003810,2026-05-16,Premium,208.0,14.0,37.0,1,6,stable,9.0,32,True,Manufacturing,Other,0
S003811,2026-05-19,Premium,148.0,11.0,4.7,1,6,stable,10.0,28,True,Manufacturing,US,0
S003812,2026-05-14,Basic,42.0,16.0,28.5,3,5,stable,6.0,14,True,Education,DE,1
S003813,2026-05-19,Premium,250.0,11.0,18.9,1,2,declining,4.0,16,False,Healthcare,DE,0
S003814,2026-05-19,Basic,59.0,11.0,16.6,5,3,stable,10.0,3,False,Education,DE,0
S003815,2026-05-15,Basic,98.0,15.0,13.2,1,3,stable,1.0,14,True,Education,UK,0
S003816,2026-05-13,Basic,91.0,17.0,28.8,0,3,stable,9.0,25,False,Tech,Other,1
S003817,2026-05-12,Basic,92.0,18.0,30.2,1,4,stable,10.0,11,True,Manufacturing,UK,1
S003818,2026-05-13,Basic,60.0,17.0,4.3,0,3,stable,8.0,19,False,Retail,CA,0
S003819,2026-05-11,Premium,222.0,19.0,38.8,0,2,stable,4.0,30,True,Retail,US,0
S003820,2026-05-20,Premium,272.0,10.0,10.8,1,4,increasing,3.0,23,False,Manufacturing,CA,0
S003821,2026-05-12,Premium,226.0,18.0,29.7,1,3,declining,,12,False,Finance,Other,1
S003822,2026-05-21,Premium,259.0,9.0,10.8,1,3,declining,2.0,9,False,Finance,AU,0
S003823,2026-05-20,Premium,169.0,10.0,19.5,2,4,declining,2.0,22,False,Healthcare,US,1
S003824,2026-05-16,Basic,55.0,14.0,9.7,1,2,declining,9.0,29,False,Retail,CA,1
S003825,2026-05-15,Premium,107.0,15.0,18.7,0,2,increasing,6.0,31,False,Manufacturing,US,1
S003826,2026-05-22,Premium,186.0,8.0,22.6,1,5,stable,1.0,3,False,Manufacturing,DE,0
S003827,2026-05-20,Basic,33.0,10.0,11.2,2,5,increasing,2.0,12,False,Retail,US,0
S003828,2026-05-15,Basic,82.0,15.0,28.8,0,3,declining,0.0,8,True,Education,DE,0
S003829,2026-05-18,Enterprise,389.0,12.0,30.3,0,4,declining,8.0,24,True,Tech,US,0
S003830,2026-05-12,Premium,151.0,18.0,57.5,2,3,stable,9.0,1,False,Education,US,1
S003831,2026-05-18,Basic,94.0,12.0,208.60797787704294,1,3,increasing,7.0,7,True,Tech,US,1
S003832,2026-05-12,Premium,235.0,18.0,39.1,1,4,stable,9.0,25,False,Healthcare,US,1
S003833,2026-05-18,Basic,32.0,12.0,3.8,0,3,increasing,3.0,27,True,Tech,US,1
S003834,2026-05-14,Basic,47.0,16.0,1.5,1,4,increasing,10.0,28,False,Healthcare,CA,0
S003835,2026-05-15,Basic,88.0,15.0,21.4,2,0,increasing,10.0,3,True,Finance,FR,1
S003836,2026-05-12,Basic,38.0,18.0,46.4,2,1,increasing,8.0,20,False,Tech,FR,1
S003837,2026-05-19,Premium,,11.0,54.7,0,5,declining,1.0,25,False,Healthcare,CA,0
S003838,2026-05-14,Basic,29.0,16.0,,1,3,increasing,9.0,7,False,Retail,US,0
S003839,2026-05-24,Premium,154.0,6.0,18.0,2,1,increasing,4.0,27,False,Tech,UK,0
S003840,2026-05-08,Basic,36.0,22.0,31.5,2,2,increasing,1.0,2,False,Healthcare,UK,1
S003841,2026-05-13,Premium,170.0,17.0,22.6,4,3,stable,10.0,32,False,Tech,US,0
S003842,2026-05-15,Premium,272.0,,22.9,1,6,increasing,6.0,11,False,Tech,UK,0
S003843,2026-05-15,Premium,230.0,15.0,32.6,2,2,increasing,5.0,32,True,Tech,FR,0
S003844,2026-05-15,Premium,261.0,15.0,57.6,0,7,declining,10.0,14,True,Healthcare,DE,0
S003845,2026-05-18,Enterprise,968.0,12.0,40.7,1,1,stable,1.0,30,False,Retail,FR,0
S003846,2026-05-19,Premium,281.0,11.0,47.4,2,3,increasing,9.0,18,True,Healthcare,US,0
S003847,2026-05-19,Premium,210.0,11.0,2.9,3,4,stable,3.0,8,True,Retail,FR,1
S003848,2026-05-22,Premium,289.0,8.0,37.9,2,1,stable,9.0,28,True,Healthcare,US,0
S003849,2026-05-15,Basic,66.0,15.0,13.6,1,3,stable,0.0,25,True,Retail,AU,0
S003850,2026-05-21,Basic,79.0,9.0,45.1,1,3,increasing,7.0,34,False,Education,US,0
S003851,2026-05-15,Basic,97.0,15.0,41.3,1,3,stable,3.0,11,True,Finance,UK,0
S003852,2026-05-14,Basic,98.0,16.0,32.2,2,5,declining,4.0,29,False,Tech,UK,1
S003853,2026-05-16,Basic,70.0,14.0,16.1,2,6,stable,10.0,14,False,Tech,US,0
S003854,2026-05-10,Basic,96.0,20.0,19.2,0,7,increasing,2.0,13,False,Healthcare,US,0
S003855,2026-05-10,Premium,248.0,20.0,121.86884743276778,2,9,declining,1.0,9,True,Finance,US,1
S003856,2026-05-20,Basic,47.0,10.0,34.1,0,13,stable,,1,False,Tech,UK,1
S003857,2026-05-15,Premium,219.0,15.0,29.8,2,3,stable,7.0,20,True,Manufacturing,AU,0
S003858,2026-05-18,Basic,39.0,12.0,42.0,2,3,stable,1.0,36,False,Education,US,1
S003859,2026-05-18,Premium,235.0,12.0,44.3,0,3,declining,10.0,22,False,Tech,UK,1
S003860,2026-05-14,Basic,39.0,16.0,14.9,2,1,stable,1.0,25,True,Tech,CA,1
S003861,2026-05-13,Basic,83.0,17.0,30.7,2,7,stable,6.0,25,False,Tech,UK,0
S003862,2026-05-19,Basic,91.0,11.0,30.6,1,4,declining,6.0,12,False,Finance,CA,1
S003863,2026-05-13,Premium,121.0,17.0,23.9,2,7,declining,4.0,34,False,Manufacturing,US,0
S003864,2026-05-12,Basic,36.0,18.0,36.3,2,7,stable,0.0,34,False,Healthcare,US,0
S003865,2026-05-14,Enterprise,949.0,16.0,30.9,2,9,stable,7.0,28,False,Tech,US,1
S003866,2026-05-11,Basic,52.0,19.0,18.1,0,3,stable,,4,False,Finance,US,0
S003867,2026-05-15,Premium,153.0,15.0,23.3,0,3,stable,2.0,2,False,Tech,DE,0
S003868,2026-05-20,Basic,66.0,10.0,20.8,0,1,increasing,3.0,13,True,Finance,CA,0
S003869,2026-05-10,Premium,260.0,20.0,16.3,1,6,stable,6.0,36,True,Finance,US,0
S003870,2026-05-11,Basic,71.0,19.0,24.0,2,4,declining,7.0,18,True,Healthcare,AU,1
S003871,2026-05-19,Basic,69.0,11.0,9.4,0,6,stable,10.0,33,True,Finance,US,0
S003872,2026-05-19,Basic,70.0,11.0,30.7,0,9,stable,9.0,11,False,Manufacturing,US,0
S003873,2026-05-19,Basic,92.0,11.0,41.8,2,3,increasing,6.0,27,True,Tech,AU,0
S003874,2026-05-17,Basic,84.0,97.08716219088126,25.6,0,6,declining,4.0,5,False,Retail,AU,1
S003875,2026-05-11,Enterprise,947.0,19.0,36.4,2,2,stable,10.0,16,True,Tech,UK,1
S003876,2026-05-11,Basic,69.0,19.0,26.9,1,6,stable,3.0,5,False,Tech,US,0
S003877,2026-05-18,Basic,85.0,12.0,12.7,2,2,increasing,5.0,1,False,Manufacturing,US,0
S003878,2026-05-17,Enterprise,308.0,13.0,49.1,1,6,increasing,5.0,24,False,Healthcare,US,0
S003879,2026-05-21,Basic,74.0,9.0,1.0,2,4,increasing,3.0,9,False,Tech,FR,1
S003880,2026-05-12,Basic,34.0,18.0,25.1,1,2,stable,6.0,35,False,Finance,US,0
S003881,2026-05-20,Premium,280.0,10.0,15.8,1,2,increasing,7.0,36,False,Retail,DE,0
S003882,2026-05-18,Enterprise,719.0,12.0,44.0,3,4,stable,3.0,36,False,Education,US,1
S003883,2026-05-16,Premium,279.0,14.0,27.6,2,8,increasing,0.0,27,True,Healthcare,UK,0
S003884,2026-05-16,Basic,70.0,14.0,55.7,2,6,stable,7.0,18,False,Tech,US,1
S003885,2026-05-17,Enterprise,742.0,13.0,25.4,2,3,stable,1.0,9,False,Finance,UK,0
S003886,2026-05-17,Basic,44.0,13.0,15.9,2,4,increasing,4.0,28,False,Tech,UK,0
S003887,2026-05-11,Enterprise,5545.959578891732,19.0,4.5,2,3,stable,10.0,26,True,Tech,Other,0
S003888,2026-05-09,Premium,207.0,21.0,38.3,0,2,stable,,8,True,Healthcare,AU,0
S003889,2026-05-12,Enterprise,977.0,18.0,15.0,2,6,increasing,0.0,9,True,Retail,DE,0
S003890,2026-05-09,Basic,94.0,21.0,20.0,1,3,stable,9.0,25,False,Tech,US,1
S003891,2026-05-17,Basic,61.0,13.0,39.7,2,5,stable,,27,True,Retail,AU,0
S003892,2026-05-05,Premium,210.0,25.0,37.6,1,2,stable,2.0,17,False,Retail,AU,0
S003893,2026-05-11,Premium,295.0,19.0,17.7,2,7,declining,2.0,4,True,Retail,AU,0
S003894,2026-05-16,Premium,152.0,14.0,19.6,5,9,stable,8.0,24,True,Tech,UK,1
S003895,2026-05-06,Enterprise,603.0,106.98203137814309,3.9,2,5,stable,6.0,6,True,Finance,US,1
S003896,2026-05-12,Premium,150.0,18.0,1.0,1,4,increasing,6.0,2,False,Tech,FR,0
S003897,2026-05-18,Basic,31.0,12.0,34.2,2,2,stable,9.0,34,True,Tech,US,0
S003898,2026-05-18,Basic,44.0,12.0,35.5,1,7,declining,8.0,28,True,Tech,US,0
S003899,2026-05-12,Basic,38.0,18.0,29.3,4,3,declining,3.0,26,True,Tech,US,0
S003900,2026-05-22,Basic,41.0,8.0,27.2,2,3,stable,0.0,21,False,Tech,UK,1
S003901,2026-05-17,Basic,50.0,13.0,16.5,1,5,increasing,3.0,27,True,Tech,US,1
S003902,2026-05-13,Premium,1747.305191840684,17.0,42.6,3,2,increasing,2.0,20,True,Manufacturing,DE,1
S003903,2026-05-14,Premium,182.0,16.0,3.6,1,2,declining,7.0,35,True,Retail,DE,0
S003904,2026-05-09,Premium,110.0,21.0,19.4,1,2,declining,4.0,9,True,Tech,UK,0
S003905,2026-05-20,Basic,86.0,10.0,26.9,0,3,stable,0.0,16,True,Education,US,0
S003906,2026-05-25,Premium,244.0,5.0,25.0,0,3,stable,9.0,13,False,Tech,Other,0
S003907,2026-05-23,Premium,266.0,7.0,25.0,3,4,increasing,,15,False,Finance,US,0
S003908,2026-05-14,Enterprise,430.0,16.0,18.8,0,9,stable,1.0,2,False,Retail,US,0
S003909,2026-05-16,Premium,222.0,14.0,31.5,0,1,stable,10.0,33,False,Finance,UK,0
S003910,2026-05-12,Premium,213.0,18.0,10.4,0,7,increasing,6.0,13,False,Tech,US,1
S003911,2026-05-15,Premium,188.0,,23.3,1,5,stable,9.0,21,False,Finance,DE,0
S003912,2026-05-15,Basic,38.0,15.0,30.2,1,5,stable,9.0,10,False,Finance,US,0
S003913,2026-05-17,Enterprise,408.0,,21.0,2,3,declining,1.0,4,False,Healthcare,AU,0
S003914,2026-05-11,Basic,40.0,19.0,25.1,1,2,stable,0.0,29,False,Finance,US,1
S003915,2026-05-13,Basic,79.0,17.0,27.6,2,4,declining,4.0,17,False,Finance,Other,1
S003916,2026-05-21,Basic,62.0,9.0,3.9,0,6,stable,0.0,5,True,Tech,DE,1
S003917,2026-05-11,Premium,272.0,19.0,5.0,0,4,increasing,3.0,24,False,Finance,US,0
S003918,2026-05-18,Premium,240.0,12.0,26.6,0,1,declining,4.0,6,False,Tech,UK,0
S003919,2026-05-21,Premium,116.0,9.0,17.7,0,3,stable,4.0,32,False,Manufacturing,US,1
S003920,2026-05-11,Basic,41.0,19.0,18.4,0,5,stable,1.0,29,False,Retail,Other,1
S003921,2026-05-15,Basic,61.0,15.0,31.8,0,2,stable,2.0,26,False,Finance,FR,1
S003922,2026-05-19,Enterprise,469.0,11.0,13.1,0,6,stable,0.0,22,False,Retail,UK,0
S003923,2026-05-10,Basic,81.0,20.0,1.0,1,8,declining,7.0,36,False,Tech,US,0
S003924,2026-05-11,Enterprise,962.0,19.0,44.9,2,8,increasing,2.0,24,True,Tech,Other,0
S003925,2026-05-15,Basic,78.0,15.0,39.5,2,3,increasing,6.0,2,False,Finance,DE,1
S003926,2026-05-12,Premium,191.0,,39.4,0,0,stable,5.0,5,False,Finance,UK,0
S003927,2026-05-14,Premium,,16.0,11.6,1,6,stable,8.0,25,True,Retail,US,1
S003928,2026-05-18,Premium,114.0,12.0,24.1,3,3,declining,3.0,24,False,Education,US,0
S003929,2026-05-18,Basic,80.0,12.0,,1,3,declining,0.0,14,False,Finance,DE,0
S003930,2026-05-10,Enterprise,696.0,20.0,95.46512403836755,1,1,stable,10.0,24,False,Finance,UK,0
S003931,2026-05-22,Premium,246.0,8.0,20.8,2,2,declining,10.0,13,False,Healthcare,CA,0
S003932,2026-05-23,Premium,292.0,7.0,12.1,3,3,stable,4.0,17,False,Tech,UK,0
S003933,2026-05-14,Premium,184.0,16.0,31.0,3,2,increasing,0.0,7,False,Tech,UK,0
S003934,2026-05-17,Basic,55.0,13.0,21.9,3,5,stable,6.0,35,False,Education,UK,1
S003935,2026-05-21,Basic,76.0,9.0,45.7,2,6,stable,6.0,23,True,Retail,FR,1
